"interval_start_utc","interval_end_utc","market","location","location_type","lmp","energy","congestion","loss"
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","AIRPROD_1_N001","Node",123.90573,107.0512,15.10959,1.74493
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ALAMITOS_2_N040","Node",107.37235,107.0512,0,0.32115
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ALAMT5G_7_B1","Node",107.35094,107.0512,0,0.29974
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","AMFORST_6_N001","Node",106.82639,107.0512,0,-0.22481
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ANAHEIMG_7_B1","Node",107.35094,107.0512,0,0.29974
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ANDERSON_6_N001","Node",99.06518,107.0512,0,-7.98602
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","APPMAT_1_N001","Node",109.29928,107.0512,0,2.24808
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ARCATA_6_N001","Node",143.59848,107.0512,0,36.54728
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ARCO1G_7_B1","Node",108.13242,107.0512,0,1.08122
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ARVINED_1_N001","Node",101.79499,107.0512,0,-5.25621
2022-09-06 17:00:00,2022-09-06 17:15:00,"REAL_TIME_15_MIN","ATASCDRO_6_N001","Node",103.45428,107.0512,0,-3.59692
